# JD             Magnitude   Uncertainty   HQuncertainty   Band Observer_Code Comment_Code(s) Comp_Star_1 Comp_Star_2 Charts         Comments                                         Transfomed Airmass   Validation_Flag Cmag   Kmag   HJD   Star_Name Observer_Affiliation Measurement_Method Grouping_Method ADS_Reference   Digitizer   Credit
  2456922.70811  11.603      0.036         ""              V    ROE  "" ENSEMBLE    134         8264AZG        U                                                0      1.146     Z ""     13.396 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456922.77344  11.594      0.0050        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.02      Z 16.706 17.534 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456923.71361  11.636      0.018         ""              V    ROE  "" ENSEMBLE    134         8264AZG        U                                                0      1.122     Z ""     13.428 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456924.83326  11.562      0.02          ""              V    MZK  "" ENSEMBLE    126         8617KLR        ""                                               1      1.164     Z ""     12.545 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456924.83464  12.24       0.028         ""              B    MZK  "" ENSEMBLE    126         8617KLR        ""                                               1      1.168     Z ""     13.165 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456930.81635  11.584      0.0060        ""              V    ROE  "" 126         134         8264AZG        ""                                               0      1.037     Z -7.063 -6.249 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456931.68845  11.718      0.026         ""              V    ROE  "" ENSEMBLE    134         8264AZG        U                                                0      1.131     Z ""     13.408 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456933.70422  12.21       0.037         ""              V    NLZ  "" ENSEMBLE    112         13632HLW       ""                                               0      1.19      Z ""     11.122 ""    "RZ PSC" MCSE  STD ""     ""              ""          ""    
  2456941.57333  11.567      0.042         ""              V    NLZ  "" ENSEMBLE    134         13643DZG       BRT                                              0      ""        Z ""     13.375 ""    "RZ PSC" MCSE  STD ""     ""              ""          ""    
  2456942.453    11.9        ""            ""              Vis. PYG  B  112-7       ""          AAVSO 1428CIM  ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456945.64122  11.674      0.022         ""              V    NLZ  "" ENSEMBLE    134         13647GHM       BRT                                              0      ""        Z ""     13.357 ""    "RZ PSC" MCSE  STD ""     ""              ""          ""    
  2456945.81446  11.705      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.09      Z 16.589 17.417 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456955.59569  11.598      0.035         ""              V    NLZ  "" ENSEMBLE    134         13655DPT       BRT                                              0      ""        Z ""     13.392 ""    "RZ PSC" MCSE  STD ""     ""              ""          ""    
  2456958.567    11.8        ""            ""              Vis. PYG  "" 112-6       ""          AAVSO 1428CIM  ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456959.74569  11.535      0.03          ""              V    NLZ  "" ENSEMBLE    126         13657EOP       IT5                                              0      1.004     Z ""     12.574 ""    "RZ PSC" MCSE  STD ""     ""              ""          ""    
  2456969.53757  11.671      0.062         ""              V    NLZ  "" ENSEMBLE    134         13685COH       BRT                                              0      ""        Z ""     13.388 ""    "RZ PSC" MCSE  STD ""     ""              ""          ""    
  2456973.01181  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456973.99097  12.3        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456976.41     12.5        ""            ""              Vis. PYG  "" 123-2       ""          AAVSO 13703MEQ ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456976.9875   12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456977.97292  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456978.975    12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456980.54345  11.604      0.038         ""              V    NLZ  "" ENSEMBLE    134         13712GYE       BRT                                              0      ""        Z ""     13.448 ""    "RZ PSC" MCSE  STD ""     ""              ""          ""    
  2456980.93194  11.9        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456983.95417  11.1        ""            ""              Vis. MTH  "" 11.0        11.2        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456986.95486  11.1        ""            ""              Vis. MTH  "" 11.0        11.2        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456988.95347  12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456989.94444  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456990.80186  11.833      0.039         ""              V    NLZ  "" ENSEMBLE    ""          13719AZVQ      IT5                                              0      1.43      Z ""     ""     ""    "RZ PSC" MCSE  STD ""     ""              ""          ""    
  2456991.93611  11.9        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456992.89583  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456993.98472  12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456999.50277  11.857      0.065         ""              V    NLZ  "" ENSEMBLE    134         13731JDR       BRT                                              0      ""        Z ""     13.33  ""    "RZ PSC" MCSE  STD ""     ""              ""          ""    
  2457005.97847  11.9        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2457006.99514  12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2457007.372    11.9        ""            ""              Vis. PYG  "" 123+4       ""          AAVSO 1428CIM  ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2457009.94514  12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2457010.93542  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2457011.38     11.8        ""            ""              Vis. PYG  U  123+5       ""          AAVSO 1428CIM  ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2457011.97569  12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2457012.46473  11.621      0.043         ""              V    NLZ  "" ENSEMBLE    134         13746XI        BRT                                              0      ""        Z ""     13.321 ""    "RZ PSC" MCSE  STD ""     ""              ""          ""    
  2457013.93819  12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2457014.93125  11.9        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2457015.93681  12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2457016.94028  12.0        ""            ""              Vis. MTH  "" 11.7        12.4        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2457017.92708  12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2457018.43885  11.585      0.044         ""              V    BKL  "" ENSEMBLE    110         13768AAFV      ""                                               0      1.059     Z ""     10.998 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2457020.93403  11.9        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
